id,question1,question2,is_duplicate
9025,What does Prof. Walter Lewin think about the movie Interstellar?,"Where can I get the book ""for the love of physics"" by Walter Lewin retired professor of MIT?",0
118748,What are the universities in Germany for an MS in mechanical engineering?,Which are the best universities in Germany for getting a degree in mechanical engineering?,0
276586,What university is TMU meant to represent in Friday Night Lights? Is it a real or fictional college in Texas?,"How does the fictional town of Dillon differ from Odessa, Texas?",0
36516,Which is the best book for self studying cost accounting and financial management for IPCC?,What is the best way and best book for cost accounting and financial management for IPCC?,1
211034,What is the difference between virtualization and cloud computing?,What is the difference between cloud computing and virtualization?,1
377079,What are your views on ban of 500 and 1000 rupee notes in India?,What are your views on demonetization of ₹500 & ₹1000 notes in India?,1
382746,How do you remember the five major functions of the skeletal system?,What are the major organs of the skeletal system and what functions do they serve?,0
128510,Do employees at Hub Group have a good work-life balance? Does this differ across positions and departments?,Do employees at Era Group have a good work-life balance? Does this differ across positions and departments?,0
390086,What are the new inventions and big problems in biotechnology? Which companies are leading the way?,What are the ways to Earn from Home being an M.S.C. in Biotechnology?,0
54279,Is it better to invest in rental properties or dividend stocks?,What is a good way to evaluate an investment rental property if you're paying all cash?,0
191787,"I'm 42 and feeling lost. Single, underemployed, and poor. How can I turn my life around?","How can I improve my life if I'm an underemployed, underpaid and under-skilled 42-year-old?",1
392105,Why does the Rhizobium bacteria appear only on leguminous plants and not on other plants?,Why do the rhizobium bacteria appear on leguminous plants and not on other plants?,1
125989,What does it cost the Indian government to print a Rs 2000 note?,What is the total cost of printing and circulating of the new Rs 500 and Rs 2000 notes?,1
96001,What are the advantages and disadvantages would a right handed person have over a left handed person?,"Does a ""left-handed"" person have any advantages over a ""right-handed"" one?",0
198720,Is there some connection between autism and mathematical genius?,"Biologically speaking, why do mathematician geniuses score higher on the Autism Spectrum Quotient?",0
350148,Is it wise for someone to opt for UWaterloo instead of Georgia Tech for an undergrad program (computer engineering)?,Is Georgia Tech College of Computing a legitimate institution?,0
259454,What is the derivative with respect to x [math]x \sin(y)+y \cos(x)=0 [/math]?,What is [math]\frac{d}{dx} \left(\sin(2x)\cos(2y)=0\right)[/math]?,0
382770,Which of the following approaches is in line with agile principle to handle architect & design issue?,"What is most appropriate software design approach, top-down or bottom-up? In Agile world does anybody really design anymore?",0
51954,If you could recommend only one movie for everyone to watch. What would it be?,Which is the one movie you will recommend me to watch and why?,1
392584,"I recommended a book to someone. They sent me a bad review they had found online, telling me it 'explained' everything. Was it rude?","Bible 2 Tim 3.16 ""All scripture is inspired of God…"" What is the scope of the expression ""all scripture""?",0
77488,"How do I deal with my narcissistic, adult, younger sister who refuses to acknowledge that she has an illness?",My mom found out that my younger sister has a boyfriend who had visited her few nights at our house after we are asleep. How can we deal with this?,0
336248,"When a question on Quora is marked as 'needing improvement"" does that make it invisible?",Can Quora quote the improvements needed in the questions when it is marked as 'Needing Improvement'?,1
220376,What is that Ola hack by which I can get unlimited Ola Credits?,How can I get unlimited Ola Credits? Please help. I know there's a hack for that.,1
358681,What are the possible implications of Demonetization of 500 and 1000 rupee notes?,What do you think about ban on Rs. 500 and Rs. 1000 currency notes?,1
89195,"I have an Apple wireless keyboard, an Apple wireless magic mouse, a bluetooth USB adapter and a Windows Vista laptop.  How can I get the wireless devices (keyboard/mouse) working on the Vista laptop?",Is a wireless keyboard and mouse available for android smartphones?,0
71061,It's it feasible to survive a shot in the head or the heart with a Desert Eagle 50AE at close range when 300 grain hollow points are used?,Can you survive a shot between the eyes with a 300 Grain HP bullet from an Desert Eagle.50 from close distance?,1
137352,How can we see light if the universe is expanding faster than light?,If the universe is expanding faster than light then how do we see everything?,0
89098,What is it like to be a man with histrionic personality disorder (HPD)?,What does it feel like to have histrionic personality disorder?,1
212738,My mate wants to move our adult child back into the home when were struggling financially ourselves. They dont contribute to the home. what to do?,What are the factors to be considered when calculating salary for the same role in a different country/location - is there any formula/model being used ? I am moving back to my home country.,0
182261,Can a DU sol student apply for IELTS exams to get admission in foreign universities for post graduation ?,I want to do an MSc in applied geophysics from foreign universities. Which are the best? How can I get an admission?,0
205525,What is the best method to bypass the K9 Web Protection? Is it possible to change its settings without a password?,"Can a Wordpress child page be set up so that it is accessible with the same password as its parent page, without re-entering the password?",0
174410,"What books, newspaper and websites are useful for Civil Services Examination?",Which is the best book for the preparation of the Civil Services exam in India?,0
362318,Do you think there will ever be a Non-Christian President of the United States?,Has there ever been a President of the United States who was not a Christian?,0
344845,To adults: what have you learned about masturbation from your life-long experience?,What are some amazing books containing results of life-long experiences learned the hard way?,0
343169,Should I drink amway nutrilite protein powder to gain muscles?,Should I take protein powder to gain muscle and for recovery?,0
187427,"What's the difference between Native Apps, Web Apps, and Hybrid Apps?",What is the difference between a native app and a hybrid app?,0
336785,At what age do most girls first masturbate to have an orgasm?,What is so sexy about a girl masturbating? Why do guys like it when I tell them I masturbate and make myself have several orgasms all at once?,0
396650,What does Debenhams travel insurance cover and why is it useful?,Was middle class hurt during Obama presidency? Why does Hilary want to tax middle class more?,0
217531,What makes Steinway pianos the most popular ones among the pianists?,"Pianists: Where can I play a grand and/or upright piano, besides at churches? I am unable to buy one, and I would love to be able to play one daily, if possible. I am willing to pay a fee to do so.",0
236324,How much hike in monthly income will a college professor get after 7th pay commission is implemented?,How much did a person get after 7th pay if he is getting 50000 now?,0
58394,Does my dog think I'm immature? Why did she growl and show her teeth to me?,Crush : Why does my crush secretly stare at me ? Is she also interested in me ? Should I talk to her? Do you think she has bf?,0
376926,What are the strongest majors in terms of job prospects and what are the weakest majors at Biola University?,What are the strongest majors in terms of job prospects and what are the weakest majors at Park University?,0
128868,Shall demonetization of Rs 500 & 1000 stop corruption in India?,"What will the government do of all the 500, 1000 notes they are collecting? How will they reuse?",0
167431,When will the British pound stop falling against the Polish zloty? It has gone down from 6 to 4.92 so far,"I know the iPhone 6 came out in September, but when will it go down in price from the original price it was launched with?",0
186655,"Why Amity university is not as good as Manipal, vit, bits etc? They spend so much in add still not that gud as other college?","I gave the wrong maiden name of my mother at MEPS it was an honest mistake, am I fucked?",0
126888,What should I and shouldn't I do to increase my voice quality for singing?,What should I do make my voice soft and improve my voice quality for singing?,1
49943,"What is the in-hand salary of an IOCL officer grade A, after 7th pay?",What will be the gross salary of AGM in BPCL/IOCL after 7th pay commission?,0
114319,Is there any advantage in driving on the left versus on the right?,"What is an advantage to driving on the left (New Zealand, Australia, United Kingdom) versus driving on the right (United States, Canada)?",1
352559,What are the best coaching institutes for Advanced Java in Hyderabad?,What is a good institute to learn Advanced Java in Hyderabad?,1
300898,What are the safety precautions on handling shotguns proposed by the NRA in Illinois?,What are the safety precautions on handling shotguns proposed by the NRA in Montana?,1
62839,What is the most brutally honest thing a child has ever said to you?,What was the rudest yet honest comment a child has said to you?,1
79062,Who are the top candidates for US presidential election in 2020?,Would Barack Obama be allowed to run in the 2020 presidential election?,0
316835,"What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of France?","What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of The Yellow Sea?",1
292364,"What was your reaction to Rogue One: A Star Wars Story (Happy, Ambivalent, and/or Angry)?",What do you think about the movie Rogue One: A Star wars story?,1
292619,Is it possible for a girl who is a swimmer to lose her hymen?,Would it be possible to create the urban legend swimming pool that indicates if a swimmer has urinated?,0
7622,What part did the bureaucracy get to play in the run up to the recent demonetization move of GOI?,What are the challenges and opportunities of the mobile mapping (lidar)?,0
274928,"What is the first word that comes to your mind when you hear the word ""Mumbai""?",What is the first word that comes to mind when hearing the word idea?,0
321114,How do I switch from Software Testing to Business Analyst role?,How do I become business analyst with 2 years of experience in software testing?,1
86040,What rank can I expect getting 126 out of 240 in wbjee medical 2016?,What rank can I expect with marks 161/240 in wbJEE medical 2016?,0
298488,How can I use Omegle on my iPod Touch and how is it compared to using Cams.com?,How can I use Omegle on my iPod Touch and how is it compared to using ChatGig?,0
137468,As a software engineering student what are some important things I should learn?,What are some important subjects a comp/IT engineering student should focus on?,1
379110,"University of California, Berkeley: What are some instances of Paul Hilfinger's notoriety?","Can I get an admission in the University of California, Berkeley with a 313 GRE score?",0
201888,"If all flies were to disappear from the earth, is it likely there would be any disastrous consequences?","If all lies were to disappear from the earth, is it likely there would be any disastrous consequences?",1
289552,What are the pros and cons of San Francisco Ballot Measure I (2014)?,What are the pros and cons of San Francisco Ballot Measure J (2014)?,0
123356,How important is it to meet people in person rather than meeting them electronically?,"Did the IRA ever seek to kill, injure or intimidate members of the SDLP?",0
341363,"Is Hollywood technologically ready to make movies with computer generated versions of former stars, like they were real, flesh and blood actors?","Does the grand success of nonsense movies like Dabanng, Dhoom 3, EK Tha Tiger, and Chennai Express prove that the quality of movies made in India is degrading with respect to the movies made in Hollywood?",0
4215,"Can anyone provide the link which has a pdf version of this book ""Engineering drawing by n.d.bhatt""?",Can anyone provide me with PDFs of Robert D Cook's finite element modelling book?,0
147948,India is the only country in the world that has 17 languages printed on its currency notes. What does it show?,How much is $100K salary in USA equivalent to in Indian salary?,0
170526,"What is a good solar panel installation provider near Trabuco, California CA?","What is a good solar panel installation provider near Angels Camp, California CA?",0
336079,What are some good resources to learn about Intellectual Property?,What are the best resources to learn about the intellectual property law?,1
107071,Should I be upset that my best friend didn't tell me she/he had a boyfriend/girlfriend?,I have a crush on a guy and we're best friends and he likes me back! But he's my best friends ex boyfriend and she still likes him. Should I tell her?,0
142119,I got 70 marks in JEE mains 2016 in general category. And my 12th board % is 92.20 . can I get jamia millia islamia central university?,How much marks does one require in jee mains to get admission in Jamia Millia?,0
58500,"I am 23, working in a digital advertising agency for almost 6 months. What should be my next career move, should I continue working or do an MBA?","I am a marketing graduate. I just graduated last month and I'm going to start working with an advertising agency from next month onwards. Right now I am planning to do my MBA after a year, but I'm still not sure. Will any marketing certifications be better?",0
315538,What is the best way to clear the stomach completely in the morning?,What is the best way to help me wake up easier in the morning for school?,0
189328,What are the main and most important causes of political instability in Nigeria?,What are the main and most important causes of emotional instability in Nigeria?,0
288901,What can I achieve if I continuously run 3km daily and perform no other exercise apart from running for the next 2 months?,What can I achieve if I continuously run 3 km daily and perform no other exercise apart from running for the next 2 months?,1
86247,I read that the The Banach-Tarski paradox applies in math. Does it apply in the real world?,Is there a philosophical relation between the Banach-Tarski paradox and Kurt Gödel's incompleteness theorems?,0
285883,Is it cheaper to buy tickets at the airport than online for domestic flights in India from Chennai to Delhi?,"Do I need a printed e-ticket to catch a domestic flight from Indira Gandhi Airport, Delhi?",0
159866,How do I stop my Pomeranian/Shih Tzu mix from humping my furniture?,How do I stop my American Staffy/Kelpie mix from humping my furniture?,1
86666,"To drive for Lyft or Uber, do you have to have car insurance in your name? Is it possible to be under your family's car insurance plan, meaning that the insurance card says your parents' names, and still be able to drive?",My family and I have good driving records. How can we save on car insurance?,0
217798,I don't have plain yogurt and I already have created the rest of the Naan dough. What other things can I use instead?,Can we use plain sugar instead of brown to make a banoffee pie?,0
174269,I am willing to give GMAT as well as mat exam for MBA in March 2017. What all Indian colleges will be conducting admission's during this period?,"As an Indian student, do I need to give the TOEFL exam for applying in U.S. universities? What will happen if I don't give it?",0
217473,"Who would win a fight, a Great-white shark or a Short-finned pilot whale?","Who would win a fight, a Great-white shark or a Long-finned pilot whale?",0
386546,Which Google Drive storage plan should I use given that my primary camera is the iPhone 6s Plus?,How do Europeans regard groups of Sinti or Roma (gypsies) who often do their petition drives around places like the Eiffel Tower or Brandenburg Gate?,0
204614,"If someone blocks me on Facebook but not on Messenger, can I still message them?",Can you still use Messenger to someone who has you blocked on Facebook?,0
22140,Is there a character profile sheet for creating a detective I can use?,Is Aadhar card issued if finger print quality bad while enrolling?,0
388338,What is the maximum amount one can legally pay as loose change (say 50 paise coins) in india?,How do I legally change my name in India? How long it will take to get a new name?,0
385774,How long can a US Green Card holder stay out of the US before losing their permanent resident status?,"Is it true that US jobs on H1B have suddenly been reduced? All they want are candidates who are US citizen, green card holder or with EAD permit.",0
340185,What do I do if I have a long flight and I snore really loud?,What is the right way for a flight attendant to handle a person who is loudly snoring on the plane?,0
19317,What are some mind blowing technology tools that most people don't know?,What are some mind-blowing inventions tools that most people don't know about?,1
72085,Why did Muhammad teach that spitting to the left side stops bad dreams?,Why do people on the Left/Liberal side politically tend to reject the idea that human life begins at conception?,0
136555,"For the past few days whenever I try to like someone's status or a photo I get the following message: "" Database Write Failed: An error occurred while writing to our database. Please try again later,"" and my ""like"" doesn't go through. Why is this happening?","When I try to go to my profile on Quora it keeps saying: ""Connection Error"" I try it again and it still doesn't work! What do I do to fix it?",0
279636,Why don't people remember that Paul Simon and Carrie Fisher were married?,Do people treat you less well if you don't tend to remember them?,0
294457,Do you know any sentences in English that sound the same way said backwards?,"What are the different ways to start the sentence with the English word ""it""?",0
292114,"What is the difference between communism, socialism, fascism and Marxism?","What is the difference between socialism, communism, Marxism, Maoism, fascism, Nazism, capitalism and libertarianism?",0
223386,"When sininging high notes you can choose between chest, head or falsetto voice. For low notes (like Johnny Cash) is chest voice the only alternative?",Are there any good web panels / cli tools to automatically create a development/staging subdomain + varied versions of PHP on a single lamp server?,0
369439,How visible is your Facebook account after you deactivate it?,Does Facebook notify your friends when you deactivate your account?,0
173031,What universities does Roadrunner Trans recruit new grads from? What majors are they looking for?,What universities does Knight Trans recruit new grads from? What majors are they looking for?,0
173829,What are the safety precautions on handling shotguns proposed by the NRA in Massachisetts?,"What are the safety precautions on handling shotguns proposed by the NRA in Alabama and every other state, territory and possession in the U.S.?",1
295396,What is the chemical reaction when acetic acid is combined with sodium hydroxide (NaOH)?,What is the reaction between acetic acid and sodium hydroxide?,0
224263,I have lost my degree certificate. Can I still apply for a visa?,I have lost my original SSC marks memo. Is my birth certificate enough to apply for a passport? Are there any alternatives I can use to apply?,0
333322,What is the average download rate (not CTR) of a mobile ad for an app in the iOS App Store/Google Play?,What is the cost per install of iOS app in Facebook's new Mobile App Install Ads program?,0
144207,How is the chemical formula of hydrogen sulfide oxygen determined?,How is the chemical formula of hydrochloric sodium determined?,0
54088,What is a playlist format for VLC which allows the specification of start times and durations for songs?,I decided to make a special playlist with songs named after various cities and countries. What are songs that I can add to such a playlist?,0
89554,Did Napoleon Bonaparte ultimately advance or undermine the ideals of the French Revolution?,How did Napoleon Bonaparte influence the ideals of the French Revolution?,0
63709,Is 'empty' space filled with massive particles which are displaced by the particles of matter which exist in it and move through it?,Does a strongly interacting dark matter which fills 'empty' space and is displaced by matter make too much sense for physicists to understand?,0
219935,Why do people ask such questions here on Quora which could be easily found on the internet?,"Why do so many people ask soppy questions on Quora, which can easily be Googled?",1
146035,What is the best way to prepare for environmental chemistry for JEE Mains?,How should I prepare for environmental chemistry for JEE Mains (perfectly)?,1
291133,The fees at ISB is 27 lakhs for a year of post-graduation course in management. Is this too costly for eligible people?,I am IT graduate and working as Assistant Manager in IT at OBC Bank in India for last 3 years. Am I eligible for Australian PR?,0
130498,Can a boy and a girl remain friends when the boy loves her one sidedly and she knows about it?,Can a boy and a girl remain friends when the girl loves him one sidedly and he knows about it?,0
334448,"What is the meaning of ""ask me out "" when a girls asked to a guy?","I asked a girl to go out with me she said ""sometimes later maybe"". What does she mean?",0
233298,Should the US let Japan have nuclear weapons to balance China?,Should Japan be allowed to develop nuclear weapons to maintain balance of power in Asia?,1
396324,What are the economical advantages of using LED lights over conventional light sources?,What are the economic advantages of using LEDs over conventional light sources?,1
305901,"When is surge pricing on Uber generally in effect in Windsor, ON and how high does it go?","When is surge pricing on Uber generally in effect in Portland, OR and how high does it go?",0
209457,What are the various exams that are taken by engineers in India?,What is a list of government exams that an engineering candidate can try in India?,1
247806,What are some mind-blowing men wallets that exist that most people don't know about?,What are some mind blowing Safety wallets that most people don't know about?,1
395668,What are the best DSLR models available in the ₹25k-30k range?,"India: What is the best phone to buy between (₹, Rs, INR) 18-20k?",0
57330,What are some of the best websites to make a free YouTube intro?,What is the best free YouTube website to prepare for JAM exam?,0
344957,I forgot my Apple ID and password. How do I unlock my iPhone 4S?,How can I unlock an iPhone without knowing the Apple ID or password?,1
163063,How do I get an Android Lollipop-like notification panel on my rooted KitKat (4.4.2) based smartphone?,How can I upgrade a Samsung Galaxy Grand Neo Plus i9060imy Android KitKat 4.4 to an Android Lollipop 5.0?,0
349349,Why does UC Berkeley request a letter of recommendation from only a few students?,"If Berkeley sends one a request for letter of recommendation, is it a good sign?",0
238933,How did you figure out that your significant other was cheating on you?,If anyone on the planet knew that your significant other was cheating on you would you want them to tell you?,0
71719,The run up to elections has started. What topics would you like to hear the media report on about these elections that will help a voter take an informed decision on casting their votes? What do you expect from the media coverage of the elections in India?,What would it be like in an election to not have the Electoral College to give their points from each state and only went by the voters?,0
192631,What does the laws in Honduras regarding Razor Edge Pitbulls say?,Apart from group of eight what are the other good universities in Australia for construction management?,0
98271,Will the U.S. dollar lose its status as world reserve currency?,Why should I worry about the national debt if the U.S. is the world's reserve currency?,0
218136,"Where can I find the largest range of wedding dresses, formal dresses and evening wear on the Gold Coast?",Where can I get a vast collection of bridal dresses in Gold Coast?,1
182556,What are the safety precautions on handling shotguns proposed by the NRA in Arkansas?,What are the safety precautions on handling shotguns proposed by the NRA in Montana?,1
62245,What was the difficulty level of TMISAT 2016 at the national centers?,How much should I score in TMISAT 2016? I have scored 86.3% in PCM?,0
93241,Every time I leave food in the office's fridge it's being stolen by my colleagues. What can I do to find out who is stealing it?,How can I find out who's stealing my lunch from the office fridge?,0
53076,"How can one livestream to Youtube, Facebook and Twitter at the sime time? So combine Hang/W with Google Hangouts at the same time from the same device (smartphone or desktop app)?",Being stuck in YouTube buffering is very irritating. What can one do to keep oneself busy and entertained at the same time?,0
211720,A glass that is half filled goes in search for water to fill itself. What challenges the glass might face? - asked in NID,What would happen if Windows 10 suddenly decided to reboot because of update during defragmentation?,0
364731,"What were the major effects of the cambodia earthquake, and how do these effects compare to the Vallenar earthquake in 1922?","What were the major effects of the cambodia earthquake, and how do these effects compare to the Chile earthquake in 2010?",1
202103,I scored 92.4 percentile in CAT 2015.Which colleges can I expect and eligible to apply to?,I got 99.31 percentile in CAT 2015 but a low 77.45 percentile in verbal ability. Which colleges am I eligible for?,0
298206,How exactly does banning Rs 500 and Rs 1000 notes curb the problem of black money?,How effective is scrapping 500 and 1000 rupee notes? Will it reduce black money?,1
158899,Why were some of the other Glee Club members surprised when they learned Kurt was an athiest?,"Why are some people always in the habit of bullying others, when they know it might hurt others?",0
183309,What Game of Thrones characters will make it to the end alive?,Which characters on Game of Thrones are most likely to be alive at the end of the series?,1
296801,"How do I find a company’s EIN for a US-based, privately held company?",Tax Identification Number: Is there a free database to look up any company's EIN/tax I.D. number?,0
323149,"What books in the fantasy genre would Kelsey L. Hayes recommend, aside from A Song of Ice and Fire?",What are some examples of colour symbolism in A Song of Ice and Fire?,0
72832,"What can I do to recover photos from an app lock vault, showing files are damaged?",Does Private Photo Vault mobile app allows you to import photos into albums and hide them behind a PIN lock?,0
289639,What are the recent changes in the patterns of imports and exports of different products?,How do I export data from Asana (product) and import into Wrike?,0
281732,If my mother's mother get pregnant for my father what is the child to me?,If my mother's mother get pregnant for my father's father what is the baby to me?,0
58230,"How do I manually arrange photos in a folder on Windows 10 by dragging and dropping in the order I wish, what is the process if anyone could help?",How do I retain my folder settings in windows 10? Every time I close any folder settings get lost . I also tried from control panel but didn't helped.,0
198209,How is the Deakin University's masters in electrical and renewable energy engineering?,How is the University of Virginia for a master's of engineering in electrical engineering?,0
381815,Why do the top leaders of Indian National Congress not defy/oppose Rahul Gandhi & Sonia Gandhi?,Why can't congress leaders just oust sonia and rahul gandhi from the party?,1
288880,"My bf tells me that, due to experiences as a kid, he has developed an inferiority complex towards people with my profession. What can I do to help?","Having inferiority complex about short height? I am an Indian Of 5 f 6 inch height. When I see people height more than me, I feel inferior . How to get rid of this?",0
266315,What year was Qutub Minar built in? What is its historical significance?,What is the most expensive or historically significant item ever to be destroyed?,0
116248,"Where can I find solutions for ""Computer Organization and Design: The Hardware/Software Interface 3rd ed""?",Intel 8085 Microprocessor: Where can I get problems and solutions online for memory and I/o interfacing in 8085?,0
110918,Which are the universities in India that provide masters in petrochemical engineering in correspondence?,Which are the best universities in India to obtain a correspondence masters degree in petrochemical engineering?,1
4723,"What does the phrase ""sometimes there'a a line in between"" mean?","What does the phrase ""sometimes there's a line in between"" mean?",1
291417,"If software companies in US are not willing to sponsor H1B visas presently (as it seems so), what can I do from my end to land myself a job in US?",What are some of the software companies that sponsor the most H1B visas?,0
37312,I ran a half-marathon in 1:50:00 with no training. Is this a good time?,Why would someone like Walter White teach at a high school instead of a uni or a research institute?,0
174314,"How do you convince the upcoming generation that ""Education is The Key of Success "" when we are surrounded by poor graduates and rich criminals?",How do you convince the upcoming generations that education is the key to success when we are surrounded by poor graduates & rich criminals?,1
48093,"Besides our star being called Sol, what is it's call letters and numbers?","Besides our star being called Sol, what is its planetarium name?",0
